가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
안덕농협농산물유통사업소,33.25029416,126.3299768,33.24587257,126.3299233,먼나무,,0.5,,안덕농협농산물유통사업소 인근 먼나무길,화순로,,안덕농협 농산물 유통센타~화순코아루,064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
서광초등학교,33.289145,126.324792,33.273929,126.304564,매화나무,,2.8,,서광초등학교에서 덕수사거리까지 이어지는 매화나무길,평화로,,평화로(서광초등교~덕수사거리),064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
소인국 테마파크,33.28867829,126.3243924,33.29540962,126.330793,매화나무,,1,,서광초등학교에서 동광교차로까지 이어지는 매화나무길,평화로,,평화로(서광초등교~동광교차로),064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
테디벨리CC,33.29832877,126.3471425,33.27295243,126.364674,후박나무,,3.4,,테디빌리CC를 지나는 후박나무길,한창로,,안덕한창로,064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
안덕중학교,33.24858025,126.3392999,33.23881903,126.3365314,왕벚나무,,1.2,,안덕면을 가로지르는 왕벚나무길,화순해안로,,화순리임항도로,064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
사계초등학교,33.23150755,126.2980437,33.23469341,126.3080603,해송,,1,,사계초등학교 앞을 지나는 해송길,산방로,,사계리~사계리삼거리,064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
성산교회,33.455407,126.911404,33.468499,126.906306,해송,,1.6,,성산국민체육센터를 시작으로 하는 해송길,일주동로,,일출도서관~체육관,064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
금백조로가든,33.43908915,126.8626322,33.43962392,126.867292,후박나무,,0.4,,금백조로가든 앞으로부터 이어지는 후박나무길,금백조로,,수산2리,064-760-3035,제주특별자치도 서귀포시청,2025-01-10,6520000,제주특별자치도 서귀포시
화암사 가는길,38.221923,128.487762,38.225716,128.479252,벚나무,187,1000,,화암사 진입로에 조성된 가로수길,,지방도,화암사진입로 (입구삼거리~불이문),033-680-3422,강원특별자치도 고성군청,2025-03-10,4341000,강원특별자치도 고성군
낙동로,35.28508144,129.0140728,35.31174371,128.9772669,왕벚나무,,5.005,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,낙동로~낙동로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
공단로,35.35804329,129.0355885,35.35360903,129.0435758,메타세쿼이아+히말라야시다+먼나무,,0.937,,"메타세쿼이아, 히말라야시다, 먼나무로 구성되어 웅장한 수형과 가을철 단풍을 즐길 수 있는 가로수길",,,공단로~공단로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
황산로,35.34448539,129.0278445,35.31737436,128.9930489,왕벚나무+느티나무+메타세쿼이아+배롱나무,,9.234,,"왕벚, 느티, 메타, 배롱로 구성되어 다양한 꽃과 푸른녹음을 즐길 수 있는 가로수길",,,황산로~황산로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
화제로,35.34707837,128.9750562,35.3445381,128.9787978,이팝나무,,4.579,,이팝나무로 조성되어 봄철 이팝나무 꽃이 아름다운 가로수 길,,,화제로~화제로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
홍룡로,35.3901782,129.0556319,35.39682447,129.0866452,왕벚나무,,3.71,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,홍룡로~홍룡로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
평산회야로,35.37840338,129.1543089,35.36951091,129.136377,왕벚나무+느티나무,,1.768,,"회야강 산책로와 연결되어 있으며 봄에는 벚꽃, 가을에는 단풍을 즐길 수 있는 가로수 길",,,평산회야로~평산회야로,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
평산중앙로,35.37928874,129.1518078,35.3860231,129.1527448,왕벚나무+느티나무,,0.892,,"봄에는 벚꽃, 가을에는 단풍으로 경관이 뛰어난 가로수길",,,평산중앙로~평산중앙로,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
평산북로,35.38714958,129.1557286,35.39065795,129.1480783,왕벚나무+느티나무,,0.694,,"봄에는 벚꽃, 가을에는 단풍으로 경관이 뛰어난 가로수길",,,평산북로~평산북로,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
평산남로,35.38087046,129.1546987,35.3770585,129.1483047,왕벚나무,,0.773,,평산먹자골목과 이어지는 길로 왕벚나무가 조성되어 봄철 경관이 뛰어난 가로수 길,,,평산남로~평산남로,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
통도사로,35.49231034,129.0897459,35.49390272,129.0809315,왕벚나무,,1.083,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,통도사로~통도사로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
청룡로,35.32448466,128.998364,35.32883164,128.9963618,왕벚나무+단풍나무류,,0.785,,"왕벚나무, 단풍나무류로 구성되어 봄철 아름다운 벚꽃 및 가을철 수려한 단풍을 즐길 수 있는 가로수길",,,청룡로~청룡로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
지산로,35.4953249,129.0831807,35.49762431,129.0651623,왕벚나무,,2.136,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,지산로~지산로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
증산로,35.30079554,128.9956136,35.30813547,129.0024985,느티나무,,1.155,,느티나무가 식재되어 여름철 그늘제공과 가을철 단풍이 아름다움,,,증산로~증산로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
중앙우회로,35.33765951,129.039218,35.34886696,129.0367213,은행나무+이팝나무,,1.635,,"은행, 이팝나무로 구성되어 아름다운 이팝나무꽃과 다채로운 가을경관을 즐길 수 있는 가로수길",,,중앙우회로~중앙우회로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
범구3길,35.32368937,129.0143068,35.325237,129.0162951,은행나무,,0.262,,은행나무로 구성되어 가을철 단풍을 즐길 수 있는 가로수길,,,범구3길~범구3길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
배움터길,35.37983922,129.1479152,35.37640582,129.1436431,왕벚나무,,1.506,,대표적인 봄꽃나무인 왕벚나무로 조성된 길로 인근에 학교가 많아 등하굣길의 경관과 그늘을 제공하는 가로수길,,,배움터길~배움터길,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
반회서6길,35.41522197,129.0576933,35.41446714,129.0601878,왕벚나무,,0.267,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,반회서6길~반회서6길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
반회서1길,35.40991265,129.0565386,35.40974982,129.0586708,이팝나무,,0.23,,이팝나무로 조성되어 봄철 이팝나무 꽃이 아름다운 가로수 길,,,반회서1길~반회서1길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
민등대길,35.39309053,129.0514195,35.39260381,129.0558279,이팝나무,,0.473,,이팝나무로 조성되어 봄철 이팝나무 꽃이 아름다운 가로수 길,,,민등대길~민등대길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
물금역1길,35.30931065,128.9830559,35.30746394,128.985556,이팝나무,,0.323,,이팝나무로 조성되어 봄철 이팝나무 꽃이 아름다운 가로수 길,,,물금역1길~물금역1길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
목화5길,35.33160597,129.0013428,35.33252501,129.000345,왕벚나무,,0.15,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,목화5길~목화5길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
모래들길,35.39754752,129.1611969,35.39436817,129.1544257,칠엽수,,0.866,,여름철 시원한 그늘과 가을철 아름다운 단풍을 제공하는 칠엽수(마로니에)로 조성된 가로수길,,,모래들길~모래들길,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
두전길,35.38028795,129.0248197,35.38674135,129.0280564,왕벚나무+이팝나무,,0.929,,"왕벚, 이팝나무로 구성되어 봄철 벚꽃과 이팝나무꽃을 즐길 수 있는 가로수길",,,두전길~두전길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
동부마을길,35.49040636,129.0896262,35.48980469,129.091174,왕벚나무,,0.311,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,동부마을길~동부마을길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
동리길,35.37903443,129.0259462,35.37708349,129.0295533,왕벚나무,,0.533,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,동리길~동리길,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
덕계회야길,35.37446173,129.1480225,35.36946641,129.1423273,왕벚나무,,0.564,,회야강을 따라 봄꽃나무인 왕벚나무로 조성된 가로수길로 하천변 산책로로 이어져 가벼운 운동과 경관을 즐길 수 있는 가로수 길,,,덕계회야길~덕계회야길,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
덕계북길,35.37858234,129.1557638,35.38519398,129.1565886,왕벚나무+소나무류,,0.67,,회야강을 따라 봄꽃나무인 왕벚나무와 소나무로 조성된 가로수길로 하천변 산책로로 이어져 가벼운 운동과 경관을 즐길 수 있는 가로수 길,,,덕계북길~덕계북길,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
소주회야로,35.4161651,129.1674985,35.4071419,129.1563951,왕벚나무,,1.791,,백동 저수지와 혈수폭포로 이어지는 길에 왕벚나무로 조성된 봄철 경관이 아름다운 가로수길,,,소주회야로~소주회야로,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
석금산로,35.30566815,129.0258019,35.31850217,129.0305306,왕벚나무,,2.008,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,석금산로~석금산로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
석계로,35.4043399,129.0605402,35.41811988,129.0660091,왕벚나무,,1.649,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,석계로~석계로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
서창로,35.40159356,129.1635586,35.42083037,129.1773698,왕벚나무+이팝나무,,2.577,,"명동근린공원, 서창시장으로 이어지는 길로 왕벚나무와 이팝나무 등 봄철 개화하여 경관이 아름다운 가로수 길",,,서창로~서창로,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
상북중앙로,35.42376234,129.0652786,35.38648747,129.0513746,은행나무+이팝나무+참나무,,4.635,,"은행, 이팝, 참나무로 구성되어 수려한 꽃과 푸른 녹음을 즐길 수 있는 가로수길",,,상북중앙로~상북중앙로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
삽량로,35.33426852,129.0349227,35.32724351,129.0101908,느티나무+칠엽수,,2.602,,"느티나무, 칠엽수가 식재되어 여름철 그늘제공과 가을철 단풍이 아름다움",,,삽량로~삽량로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
삼호동부로,35.40761458,129.1642729,35.41618942,129.1781019,왕벚나무+회화나무,,1.721,,"봄에는 벚나무, 늦여름에는 회화나무의 개화로 계절별 개화하는 나무의 경관을 즐길 수 있는 가로수 길",,,삼호동부로~삼호동부로,055-392-6213,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
삼일로,35.3436555,129.0342874,35.34255795,129.0417883,은행나무+이팝나무,,1.365,,"은행,이팝나무로 구성되어 수려한 꽃과 푸른 녹음을 즐길 수 있는 가로수길",,,삼일로~삼일로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
산지로,35.30934464,129.0944631,35.33021397,129.0916858,왕벚나무,,2.822,,왕벚나무로 구성되어 봄철 벚나무 길이 아름다움,,,산지로~산지로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
산막공단로,35.37093718,129.0451578,35.36732623,129.066866,은행나무+느티나무,,2.055,,"은행, 느티나무로 구성되어 가을철 다양한 색상의 단풍이 아름다운 가로수길",,,산막공단로~산막공단로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
북정중앙로,35.35929573,129.0470957,35.3649426,129.0496589,은행나무,,0.721,,은행나무로 구성되어 가을철 단풍을 즐길 수 있는 가로수길,,,북정중앙로~북정중앙로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
북정로,35.3595437,129.0405166,35.36563264,129.0475714,은행나무+편백나무,,1.739,,"은행, 편백나무로 구성되어 푸른 녹음과 가을 단풍을 즐길 수 있는 가로수길",,,북정로~북정로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
범어로,35.3261645,129.0191932,35.33305761,129.0098359,이팝나무,,1.17,,이팝나무로 조성되어 봄철 이팝나무 꽃이 아름다운 가로수 길,,,범어로~범어로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
범구로,35.32476244,129.0189377,35.32874908,129.0123188,단풍나무,,0.803,,단풍나무로 구성되어 가을철 아름다운 단풍을 즐길 수 있는 가로수길,,,범구로~범구로,055-392-2924,경상남도 양산시청,2025-11-17,5380000,경상남도 양산시
